"	108",서울,2020-07-13,47.6,6.2,22:15
"	108",서울,2020-07-14,11.5,5.9,#VALUE!
"	108",서울,2020-07-15,,,
"	108",서울,2020-07-16,,,
"	108",서울,2020-07-17,0,0,
"	108",서울,2020-07-18,,,
"	108",서울,2020-07-19,29.1,19.3,8:20
"	108",서울,2020-07-20,3.6,1.3,2:31
"	108",서울,2020-07-21,0,0,
"	108",서울,2020-07-22,11.5,6.2,7:58
"	108",서울,2020-07-23,103.1,18.5,17:17
"	108",서울,2020-07-24,2.9,2.3,8:55
"	108",서울,2020-07-25,0,0,
"	108",서울,2020-07-26,0,0,
"	108",서울,2020-07-27,2.2,0.6,3:06
"	108",서울,2020-07-28,0.4,0.3,16:14
"	108",서울,2020-07-29,50.1,27.1,9:02
"	108",서울,2020-07-30,0.1,0.1,
"	108",서울,2020-07-31,1.5,1.2,23:05
"	108",서울,2020-08-01,39.1,23.6,12:22
"	108",서울,2020-08-02,31.4,13.8,15:33
"	108",서울,2020-08-03,102.6,28.5,8:36
"	108",서울,2020-08-04,3.9,1.8,6:36
"	108",서울,2020-08-05,18.5,14.4,23:25
"	108",서울,2020-08-06,75.7,19.9,4:15
"	108",서울,2020-08-07,0,0,
"	108",서울,2020-08-08,19.1,5.9,20:26
"	108",서울,2020-08-09,50.3,13.9,13:37
"	108",서울,2020-08-10,44.6,28.6,15:56
"	108",서울,2020-08-11,97,23.6,4:35
"	108",서울,2020-08-12,,,
"	108",서울,2020-08-13,,,
"	108",서울,2020-08-14,0.4,0.4,7:50
"	108",서울,2020-08-15,69,23.7,5:52
"	108",서울,2020-08-16,,,
"	108",서울,2020-08-17,,,
"	108",서울,2020-08-18,,,
"	108",서울,2020-08-19,,,
"	108",서울,2020-08-20,,,
"	108",서울,2020-08-21,2.5,2.1,11:59
"	108",서울,2020-08-22,42.6,23,12:11
"	108",서울,2020-08-23,,,
"	108",서울,2020-08-24,,,
"	108",서울,2020-08-25,,,
"	108",서울,2020-08-26,0.6,0.6,22:25
"	108",서울,2020-08-27,8.7,4.2,6:32
"	108",서울,2020-08-28,13.6,6.7,5:23
"	108",서울,2020-08-29,13.6,6.5,10:52
"	108",서울,2020-08-30,42.5,32.5,1:44
"	108",서울,2020-08-31,0,0,
"	108",서울,2020-09-01,0,0,
"	108",서울,2020-09-02,33.3,20,17:36
"	108",서울,2020-09-03,29.8,5.1,2:20
"	108",서울,2020-09-04,,,
"	108",서울,2020-09-05,,,
"	108",서울,2020-09-06,6.4,4.1,22:40
"	108",서울,2020-09-07,61,8.4,19:33
"	108",서울,2020-09-08,0,0,
"	108",서울,2020-09-09,1.3,1.1,13:31
"	108",서울,2020-09-10,3.9,3.5,4:31
"	108",서울,2020-09-11,1.2,1.4,23:30
"	108",서울,2020-09-12,5.7,1.8,1:21
"	108",서울,2020-09-13,,,
"	108",서울,2020-09-14,0,0,
"	108",서울,2020-09-15,,,
"	108",서울,2020-09-16,0.3,0.2,
"	108",서울,2020-09-17,,,
"	108",서울,2020-09-18,,,
"	108",서울,2020-09-19,0.3,0.2,
"	108",서울,2020-09-20,,,
"	108",서울,2020-09-21,,,
"	108",서울,2020-09-22,,,
"	108",서울,2020-09-23,,,
"	108",서울,2020-09-24,,,
"	108",서울,2020-09-25,,,
"	108",서울,2020-09-26,,,
"	108",서울,2020-09-27,,,
"	108",서울,2020-09-28,,,
"	108",서울,2020-09-29,,,
"	108",서울,2020-09-30,38.3,34,18:24
"	108",서울,2020-10-01,,,
"	108",서울,2020-10-02,0,0,
"	108",서울,2020-10-03,0,0,
"	108",서울,2020-10-04,0,0,
"	108",서울,2020-10-05,,,
"	108",서울,2020-10-06,,,
"	108",서울,2020-10-07,,,
"	108",서울,2020-10-08,,,
"	108",서울,2020-10-09,,,
"	108",서울,2020-10-10,,,
"	108",서울,2020-10-11,,,
"	108",서울,2020-10-12,,,
"	108",서울,2020-10-13,,,
"	108",서울,2020-10-14,,,
"	108",서울,2020-10-15,,,
"	108",서울,2020-10-16,,,
"	108",서울,2020-10-17,,,
"	108",서울,2020-10-18,,,
"	108",서울,2020-10-19,,,
"	108",서울,2020-10-20,,,
"	108",서울,2020-10-21,,,
"	108",서울,2020-10-22,0,0,
"	108",서울,2020-10-23,,,
"	",,,,,
"	",,,,,
"	",,,,,
"		",,,,,
